order_id,order_date,customer_id,product_id,region_id,quantity,discount,sales_amount,cost_amount,profit
O015165,2024-10-31 00:00:00,C01345,P0090,R016,1,0.05,47.12,43.23,3.89
O015166,2024-12-15 00:00:00,C00725,P0053,R017,3,0.05,156.95,145.2,11.75
O015167,2025-05-20 00:00:00,C01528,P0085,R012,2,0.0,1081.34,655.5,425.84
O015168,2024-09-14 00:00:00,C01845,P0086,R007,2,0.0,1391.84,1178.58,213.26
O015169,2025-01-17 00:00:00,C01708,P0078,R008,2,0.1,1636.36,1476.92,159.44
O015170,2025-01-03 00:00:00,C01266,P0098,R011,1,0.2,1122.98,817.94,305.04
O015171,2024-01-09 00:00:00,C01436,P0093,R004,2,0.0,1814.32,1188.42,625.9
O015172,2025-02-20 00:00:00,C01729,P0018,R002,5,0.05,4476.64,3828.35,648.29
O015173,2025-02-19 00:00:00,C01962,P0043,R014,1,0.0,20.6,14.82,5.78
O015174,2025-12-25 00:00:00,C01449,P0097,R010,3,0.0,3626.55,2408.37,1218.18
O015175,2025-01-07 00:00:00,C01826,P0073,R011,2,0.0,1531.86,1258.2,273.66
O015176,2025-10-19 00:00:00,C01931,P0053,R015,5,0.0,275.35,242.0,33.35
O015177,2024-09-12 00:00:00,C00352,P0090,R010,1,0.0,49.6,43.23,6.37
O015178,2025-05-23 00:00:00,C01003,P0071,R005,1,0.05,840.87,677.48,163.39
O015179,2025-10-21 00:00:00,C00715,P0046,R001,1,0.15,890.07,861.63,28.44
O015180,2024-04-22 00:00:00,C01900,P0035,R012,1,0.15,852.46,753.29,99.17
O015181,2025-02-18 00:00:00,C01489,P0089,R012,1,0.0,881.68,756.14,125.54
O015182,2025-11-02 00:00:00,C01772,P0089,R012,1,0.0,881.68,756.14,125.54
O015183,2025-02-10 00:00:00,C00700,P0094,R002,2,0.15,1478.01,1390.16,87.85
O015184,2025-10-14 00:00:00,C01687,P0084,R017,2,0.05,1744.48,1503.16,241.32
O015185,2024-11-02 00:00:00,C00163,P0025,R019,4,0.05,1031.62,691.44,340.18
O015186,2025-10-10 00:00:00,C01879,P0048,R008,4,0.0,554.28,381.32,172.96
O015187,2025-04-04 00:00:00,C00460,P0041,R001,1,0.15,421.64,334.3,87.34
O015188,2024-12-16 00:00:00,C01052,P0034,R018,4,0.15,2079.98,2008.2,71.78
O015189,2024-06-06 00:00:00,C01433,P0084,R013,1,0.15,780.43,751.58,28.85
O015190,2024-05-04 00:00:00,C01486,P0018,R010,2,0.1,1696.41,1531.34,165.07
O015191,2024-07-30 00:00:00,C00425,P0057,R004,2,0.1,1941.39,1263.42,677.97
O015192,2025-07-05 00:00:00,C01111,P0090,R001,1,0.0,49.6,43.23,6.37
O015193,2024-12-08 00:00:00,C01062,P0084,R005,3,0.0,2754.45,2254.74,499.71
O015194,2024-10-11 00:00:00,C01553,P0035,R002,1,0.0,1002.9,753.29,249.61
O015195,2024-12-07 00:00:00,C00642,P0006,R004,2,0.05,447.85,298.42,149.43
O015196,2024-09-08 00:00:00,C01528,P0050,R019,2,0.0,2507.12,1654.8,852.32
O015197,2025-08-13 00:00:00,C01233,P0067,R014,1,0.15,1039.86,890.89,148.97
O015198,2024-10-12 00:00:00,C01517,P0089,R002,1,0.2,705.34,756.14,-50.8
O015199,2024-12-11 00:00:00,C01751,P0061,R016,2,0.05,1431.94,959.52,472.42
O015200,2025-02-12 00:00:00,C00857,P0035,R016,1,0.0,1002.9,753.29,249.61
O015201,2025-04-17 00:00:00,C00865,P0076,R004,1,0.1,505.92,442.13,63.79
O015202,2024-08-31 00:00:00,C01593,P0049,R020,1,0.05,862.96,588.64,274.32
O015203,2024-02-23 00:00:00,C01564,P0087,R003,2,0.05,705.98,456.68,249.3
O015204,2025-05-19 00:00:00,C01753,P0004,R017,1,0.1,923.45,686.46,236.99
O015205,2025-02-13 00:00:00,C01101,P0051,R007,2,0.0,1687.22,1303.32,383.9
O015206,2025-04-18 00:00:00,C01273,P0051,R009,2,0.1,1518.5,1303.32,215.18
O015207,2025-02-01 00:00:00,C00119,P0067,R009,2,0.0,2446.74,1781.78,664.96
O015208,2025-01-06 00:00:00,C00910,P0045,R005,4,0.0,1251.76,977.92,273.84
O015209,2025-11-24 00:00:00,C00493,P0049,R017,2,0.0,1816.76,1177.28,639.48
O015210,2024-02-09 00:00:00,C01707,P0080,R004,1,0.2,851.53,755.97,95.56
O015211,2024-03-08 00:00:00,C00245,P0024,R013,5,0.1,4305.64,4137.7,167.94
O015212,2025-11-15 00:00:00,C01557,P0032,R008,1,0.0,1140.5,875.49,265.01
O015213,2025-10-10 00:00:00,C01674,P0015,R020,1,0.0,1243.47,897.03,346.44
O015214,2024-10-27 00:00:00,C00940,P0034,R010,1,0.0,611.76,502.05,109.71
O015215,2025-01-30 00:00:00,C01337,P0059,R018,2,0.1,2402.8,1783.32,619.48
O015216,2024-11-24 00:00:00,C01160,P0026,R010,1,0.1,660.43,567.0,93.43
O015217,2025-12-29 00:00:00,C01379,P0011,R015,1,0.05,468.8,415.83,52.97
O015218,2024-11-29 00:00:00,C01372,P0100,R013,2,0.1,787.09,516.38,270.71
O015219,2025-07-09 00:00:00,C00507,P0054,R008,2,0.0,1752.8,1247.02,505.78
O015220,2024-09-23 00:00:00,C01377,P0087,R016,1,0.1,334.41,228.34,106.07
O015221,2024-10-05 00:00:00,C01804,P0080,R007,2,0.1,1915.94,1511.94,404.0
O015222,2025-05-08 00:00:00,C00623,P0023,R004,1,0.1,239.72,211.31,28.41
O015223,2024-10-18 00:00:00,C00614,P0060,R014,5,0.0,2268.65,1703.2,565.45
O015224,2024-01-11 00:00:00,C00586,P0065,R007,2,0.0,1021.08,885.02,136.06
O015225,2024-05-06 00:00:00,C01824,P0022,R015,1,0.05,469.4,305.85,163.55
O015226,2025-09-30 00:00:00,C01775,P0016,R015,1,0.1,380.18,359.55,20.63
O015227,2024-09-25 00:00:00,C00696,P0034,R015,1,0.0,611.76,502.05,109.71
O015228,2024-03-15 00:00:00,C01875,P0034,R018,2,0.0,1223.52,1004.1,219.42
O015229,2025-11-17 00:00:00,C01523,P0036,R016,4,0.0,4193.88,3528.0,665.88
O015230,2025-12-31 00:00:00,C00805,P0033,R017,2,0.0,1418.78,976.82,441.96
O015231,2024-12-31 00:00:00,C01651,P0063,R019,3,0.15,896.4,730.98,165.42
O015232,2025-04-04 00:00:00,C01827,P0038,R020,1,0.0,407.88,242.44,165.44
O015233,2025-07-05 00:00:00,C01738,P0083,R001,1,0.0,1248.02,867.53,380.49
O015234,2024-02-18 00:00:00,C00942,P0008,R016,3,0.0,624.36,384.9,239.46
O015235,2024-08-04 00:00:00,C00434,P0070,R018,1,0.0,60.59,37.94,22.65
O015236,2025-02-15 00:00:00,C00335,P0083,R020,3,0.0,3744.06,2602.59,1141.47
O015237,2025-02-05 00:00:00,C01655,P0053,R005,1,0.0,55.07,48.4,6.67
O015238,2024-08-30 00:00:00,C01466,P0041,R019,2,0.0,992.1,668.6,323.5
O015239,2024-01-02 00:00:00,C01418,P0039,R020,2,0.0,1803.12,1377.56,425.56
O015240,2025-11-27 00:00:00,C00092,P0041,R014,3,0.0,1488.15,1002.9,485.25
O015241,2025-03-25 00:00:00,C01931,P0017,R008,1,0.1,547.96,456.9,91.06
O015242,2025-07-06 00:00:00,C00228,P0066,R015,1,0.05,809.12,711.51,97.61
O015243,2024-11-15 00:00:00,C01162,P0070,R003,2,0.0,121.18,75.88,45.3
O015244,2025-01-05 00:00:00,C01883,P0048,R007,2,0.05,263.28,190.66,72.62
O015245,2024-11-20 00:00:00,C00485,P0097,R012,1,0.15,1027.52,802.79,224.73
O015246,2024-11-10 00:00:00,C01036,P0094,R018,4,0.0,3477.68,2780.32,697.36
O015247,2025-05-05 00:00:00,C01681,P0038,R010,3,0.0,1223.64,727.32,496.32
O015248,2025-12-28 00:00:00,C00533,P0079,R014,1,0.0,101.93,76.83,25.1
O015249,2025-07-22 00:00:00,C00204,P0017,R012,3,0.0,1826.52,1370.7,455.82
O015250,2025-05-02 00:00:00,C00961,P0081,R018,4,0.05,733.78,671.08,62.7
O015251,2024-01-09 00:00:00,C01591,P0080,R018,1,0.1,957.97,755.97,202.0
O015252,2025-01-10 00:00:00,C01157,P0044,R005,3,0.1,1043.93,797.61,246.32
O015253,2025-11-29 00:00:00,C00886,P0048,R010,2,0.0,277.14,190.66,86.48
O015254,2024-10-17 00:00:00,C01278,P0067,R008,3,0.05,3486.6,2672.67,813.93
O015255,2025-02-05 00:00:00,C00104,P0036,R014,2,0.0,2096.94,1764.0,332.94
O015256,2024-08-25 00:00:00,C00697,P0065,R002,1,0.1,459.49,442.51,16.98
O015257,2024-05-19 00:00:00,C01756,P0092,R005,2,0.1,112.86,83.0,29.86
O015258,2025-05-30 00:00:00,C00775,P0053,R019,2,0.0,110.14,96.8,13.34
O015259,2024-08-17 00:00:00,C01931,P0028,R016,2,0.05,1154.9,1039.42,115.48
O015260,2025-03-05 00:00:00,C01100,P0064,R017,3,0.0,2707.68,2272.23,435.45
O015261,2025-03-09 00:00:00,C01868,P0073,R013,2,0.1,1378.67,1258.2,120.47
O015262,2025-09-12 00:00:00,C01254,P0061,R016,1,0.0,753.65,479.76,273.89
O015263,2025-11-16 00:00:00,C00838,P0004,R010,1,0.0,1026.06,686.46,339.6
O015264,2025-02-08 00:00:00,C01843,P0074,R009,4,0.15,1692.21,1622.96,69.25
O015265,2024-02-06 00:00:00,C00540,P0006,R009,3,0.0,707.13,447.63,259.5
O015266,2025-03-01 00:00:00,C00785,P0051,R001,3,0.05,2404.29,1954.98,449.31
O015267,2025-10-08 00:00:00,C01445,P0050,R007,1,0.0,1253.56,827.4,426.16
O015268,2024-12-14 00:00:00,C01750,P0089,R020,1,0.15,749.43,756.14,-6.71
O015269,2025-02-16 00:00:00,C00387,P0090,R016,1,0.1,44.64,43.23,1.41
O015270,2025-07-11 00:00:00,C01987,P0083,R008,3,0.0,3744.06,2602.59,1141.47
O015271,2024-11-16 00:00:00,C00862,P0087,R003,1,0.1,334.41,228.34,106.07
O015272,2024-10-30 00:00:00,C00679,P0029,R005,4,0.0,3944.44,2889.36,1055.08
O015273,2024-12-18 00:00:00,C00258,P0078,R013,3,0.0,2727.27,2215.38,511.89
O015274,2025-09-14 00:00:00,C00055,P0081,R018,3,0.1,521.37,503.31,18.06
O015275,2024-12-22 00:00:00,C01115,P0083,R007,1,0.0,1248.02,867.53,380.49
O015276,2024-08-27 00:00:00,C01209,P0085,R005,5,0.0,2703.35,1638.75,1064.6
O015277,2025-03-12 00:00:00,C00188,P0023,R009,1,0.0,266.35,211.31,55.04
O015278,2025-05-21 00:00:00,C01808,P0034,R004,1,0.05,581.17,502.05,79.12
O015279,2025-10-29 00:00:00,C01088,P0084,R010,2,0.1,1652.67,1503.16,149.51
O015280,2025-10-14 00:00:00,C00107,P0021,R010,3,0.0,1327.17,1106.4,220.77
O015281,2025-07-26 00:00:00,C01683,P0018,R007,2,0.0,1884.9,1531.34,353.56
O015282,2025-07-16 00:00:00,C00395,P0099,R010,2,0.15,1912.42,1436.9,475.52
O015283,2024-11-24 00:00:00,C01346,P0098,R012,4,0.05,5334.17,3271.76,2062.41
O015284,2024-09-07 00:00:00,C01353,P0042,R018,5,0.05,417.81,345.1,72.71
O015285,2025-02-15 00:00:00,C01621,P0002,R016,3,0.05,250.71,192.75,57.96
O015286,2025-05-31 00:00:00,C01620,P0049,R020,3,0.05,2588.88,1765.92,822.96
O015287,2025-01-13 00:00:00,C01972,P0004,R012,1,0.05,974.76,686.46,288.3
O015288,2024-05-31 00:00:00,C00174,P0020,R006,1,0.0,1187.83,729.28,458.55
O015289,2024-01-11 00:00:00,C00730,P0030,R002,2,0.05,920.3,640.56,279.74
O015290,2024-02-12 00:00:00,C00728,P0088,R005,1,0.05,82.89,58.34,24.55
O015291,2024-11-07 00:00:00,C00753,P0046,R008,3,0.1,2827.28,2584.89,242.39
O015292,2025-08-01 00:00:00,C00478,P0002,R010,5,0.15,373.87,321.25,52.62
O015293,2025-07-31 00:00:00,C00468,P0071,R012,1,0.0,885.13,677.48,207.65
O015294,2025-08-13 00:00:00,C01930,P0011,R009,3,0.1,1332.37,1247.49,84.88
O015295,2025-06-02 00:00:00,C01798,P0092,R007,2,0.05,119.13,83.0,36.13
O015296,2024-01-17 00:00:00,C01365,P0032,R017,2,0.05,2166.95,1750.98,415.97
O015297,2025-10-07 00:00:00,C01110,P0031,R013,2,0.0,327.06,227.34,99.72
O015298,2025-11-23 00:00:00,C00952,P0049,R002,2,0.1,1635.08,1177.28,457.8
O015299,2025-09-13 00:00:00,C01365,P0016,R011,2,0.05,802.6,719.1,83.5
O015300,2024-11-21 00:00:00,C01725,P0004,R004,2,0.1,1846.91,1372.92,473.99
O015301,2024-06-05 00:00:00,C00853,P0094,R016,4,0.15,2956.03,2780.32,175.71
O015302,2025-10-23 00:00:00,C01076,P0090,R005,1,0.0,49.6,43.23,6.37
O015303,2024-05-15 00:00:00,C01825,P0094,R011,1,0.05,825.95,695.08,130.87
O015304,2025-07-30 00:00:00,C01823,P0075,R002,2,0.05,365.54,279.76,85.78
O015305,2025-12-06 00:00:00,C00460,P0002,R019,1,0.1,79.17,64.25,14.92
O015306,2025-10-20 00:00:00,C00478,P0098,R002,1,0.0,1403.73,817.94,585.79
O015307,2025-01-15 00:00:00,C00409,P0077,R013,1,0.1,586.61,396.04,190.57
O015308,2025-09-01 00:00:00,C00055,P0050,R011,3,0.15,3196.58,2482.2,714.38
O015309,2025-08-30 00:00:00,C01389,P0079,R002,1,0.1,91.74,76.83,14.91
O015310,2025-12-12 00:00:00,C00858,P0065,R018,1,0.0,510.54,442.51,68.03
O015311,2024-09-20 00:00:00,C00064,P0074,R009,2,0.2,796.34,811.48,-15.14
O015312,2025-04-04 00:00:00,C00409,P0087,R017,1,0.05,352.99,228.34,124.65
O015313,2025-08-20 00:00:00,C01065,P0096,R010,1,0.05,740.02,459.15,280.87
O015314,2024-06-15 00:00:00,C01672,P0085,R004,4,0.0,2162.68,1311.0,851.68
O015315,2024-06-13 00:00:00,C01326,P0093,R006,1,0.1,816.44,594.21,222.23
O015316,2024-10-11 00:00:00,C01066,P0065,R003,4,0.0,2042.16,1770.04,272.12
O015317,2024-09-20 00:00:00,C00373,P0043,R009,4,0.0,82.4,59.28,23.12
O015318,2025-07-03 00:00:00,C00578,P0074,R013,1,0.05,472.82,405.74,67.08
O015319,2025-11-15 00:00:00,C01564,P0064,R011,2,0.0,1805.12,1514.82,290.3
O015320,2024-04-24 00:00:00,C01548,P0009,R007,1,0.05,893.96,785.27,108.69
O015321,2024-08-25 00:00:00,C01737,P0066,R008,1,0.05,809.12,711.51,97.61
O015322,2025-11-10 00:00:00,C01054,P0051,R011,2,0.1,1518.5,1303.32,215.18
O015323,2025-03-10 00:00:00,C00547,P0046,R006,2,0.05,1989.57,1723.26,266.31
O015324,2024-05-30 00:00:00,C01006,P0079,R015,3,0.1,275.21,230.49,44.72
O015325,2025-03-17 00:00:00,C01793,P0092,R007,2,0.05,119.13,83.0,36.13
O015326,2025-10-02 00:00:00,C00362,P0027,R018,2,0.0,1877.32,1543.96,333.36
O015327,2024-09-30 00:00:00,C01694,P0085,R005,3,0.0,1622.01,983.25,638.76
O015328,2024-12-19 00:00:00,C01991,P0023,R004,1,0.05,253.03,211.31,41.72
O015329,2025-03-24 00:00:00,C01640,P0066,R019,1,0.0,851.71,711.51,140.2
O015330,2025-09-06 00:00:00,C01319,P0089,R002,2,0.1,1587.02,1512.28,74.74
O015331,2025-02-16 00:00:00,C00819,P0093,R001,3,0.05,2585.41,1782.63,802.78
O015332,2025-12-01 00:00:00,C01710,P0039,R005,3,0.0,2704.68,2066.34,638.34
O015333,2025-07-05 00:00:00,C00322,P0086,R004,3,0.0,2087.76,1767.87,319.89
O015334,2024-11-04 00:00:00,C01520,P0091,R012,2,0.05,560.22,413.9,146.32
O015335,2024-12-22 00:00:00,C00804,P0024,R018,1,0.0,956.81,827.54,129.27
O015336,2025-05-24 00:00:00,C01006,P0047,R002,1,0.05,468.63,406.08,62.55
O015337,2024-02-21 00:00:00,C00927,P0083,R011,2,0.15,2121.63,1735.06,386.57
O015338,2024-06-14 00:00:00,C00020,P0003,R007,2,0.05,2268.26,1540.38,727.88
O015339,2024-06-23 00:00:00,C01974,P0070,R016,1,0.2,48.47,37.94,10.53
O015340,2025-08-08 00:00:00,C01334,P0050,R007,2,0.1,2256.41,1654.8,601.61
O015341,2025-08-24 00:00:00,C01201,P0060,R007,5,0.0,2268.65,1703.2,565.45
O015342,2025-08-22 00:00:00,C00202,P0051,R003,1,0.0,843.61,651.66,191.95
O015343,2024-03-18 00:00:00,C01558,P0027,R001,1,0.0,938.66,771.98,166.68
O015344,2024-08-03 00:00:00,C01923,P0044,R020,2,0.0,773.28,531.74,241.54
O015345,2024-08-16 00:00:00,C01630,P0090,R009,4,0.0,198.4,172.92,25.48
O015346,2024-01-18 00:00:00,C00499,P0069,R018,1,0.0,805.04,612.85,192.19
O015347,2024-07-07 00:00:00,C00363,P0057,R020,3,0.0,3235.65,1895.13,1340.52
O015348,2024-11-11 00:00:00,C00735,P0077,R012,1,0.1,586.61,396.04,190.57
O015349,2025-10-09 00:00:00,C00046,P0025,R011,1,0.0,271.48,172.86,98.62
O015350,2024-05-04 00:00:00,C01104,P0012,R018,1,0.15,1232.62,894.74,337.88
O015351,2025-09-20 00:00:00,C00917,P0063,R015,3,0.05,1001.86,730.98,270.88
O015352,2025-08-21 00:00:00,C01006,P0002,R006,1,0.15,74.77,64.25,10.52
O015353,2024-04-25 00:00:00,C01980,P0021,R020,1,0.0,442.39,368.8,73.59
O015354,2024-07-09 00:00:00,C01311,P0078,R017,3,0.0,2727.27,2215.38,511.89
O015355,2024-11-30 00:00:00,C00834,P0093,R001,3,0.1,2449.33,1782.63,666.7
O015356,2025-11-20 00:00:00,C01567,P0037,R014,1,0.1,573.24,544.29,28.95
O015357,2025-07-27 00:00:00,C00740,P0047,R001,5,0.15,2096.48,2030.4,66.08
O015358,2025-12-11 00:00:00,C01516,P0075,R005,4,0.15,654.13,559.52,94.61
O015359,2024-08-16 00:00:00,C01866,P0085,R013,1,0.0,540.67,327.75,212.92
O015360,2025-10-26 00:00:00,C01817,P0034,R014,1,0.0,611.76,502.05,109.71
O015361,2025-11-29 00:00:00,C01038,P0087,R005,1,0.15,315.83,228.34,87.49
O015362,2025-03-14 00:00:00,C00940,P0098,R011,2,0.2,2245.97,1635.88,610.09
O015363,2024-04-22 00:00:00,C00796,P0013,R002,1,0.0,323.43,263.26,60.17
O015364,2024-07-14 00:00:00,C01069,P0030,R010,2,0.05,920.3,640.56,279.74
O015365,2024-04-04 00:00:00,C01873,P0079,R006,3,0.05,290.5,230.49,60.01
O015366,2025-08-13 00:00:00,C01749,P0006,R019,1,0.1,212.14,149.21,62.93
O015367,2024-08-16 00:00:00,C01213,P0037,R016,1,0.1,573.24,544.29,28.95
O015368,2025-05-27 00:00:00,C00565,P0089,R008,1,0.0,881.68,756.14,125.54
O015369,2024-07-14 00:00:00,C00754,P0075,R009,2,0.0,384.78,279.76,105.02
O015370,2025-12-15 00:00:00,C00492,P0072,R019,2,0.05,525.35,460.86,64.49
O015371,2025-07-19 00:00:00,C00374,P0069,R018,1,0.1,724.54,612.85,111.69
O015372,2024-10-02 00:00:00,C00019,P0059,R017,2,0.15,2269.31,1783.32,485.99
O015373,2024-12-14 00:00:00,C01548,P0082,R011,1,0.0,186.08,158.66,27.42
O015374,2024-02-12 00:00:00,C01477,P0090,R009,1,0.0,49.6,43.23,6.37
O015375,2024-04-09 00:00:00,C00359,P0085,R013,2,0.0,1081.34,655.5,425.84
O015376,2025-12-30 00:00:00,C01376,P0057,R016,2,0.0,2157.1,1263.42,893.68
O015377,2025-08-19 00:00:00,C00331,P0083,R003,1,0.0,1248.02,867.53,380.49
O015378,2025-09-04 00:00:00,C00554,P0081,R003,3,0.0,579.3,503.31,75.99
O015379,2025-04-15 00:00:00,C00518,P0054,R009,1,0.1,788.76,623.51,165.25
O015380,2024-06-10 00:00:00,C00260,P0042,R011,1,0.1,79.16,69.02,10.14
O015381,2024-03-17 00:00:00,C01459,P0050,R004,1,0.05,1190.88,827.4,363.48
O015382,2025-06-14 00:00:00,C00086,P0058,R002,2,0.0,955.5,718.12,237.38
O015383,2024-08-30 00:00:00,C00811,P0021,R011,2,0.0,884.78,737.6,147.18
O015384,2024-01-01 00:00:00,C00976,P0029,R004,1,0.0,986.11,722.34,263.77
O015385,2024-01-17 00:00:00,C01155,P0015,R003,1,0.0,1243.47,897.03,346.44
O015386,2025-02-11 00:00:00,C00387,P0011,R008,5,0.2,1973.88,2079.15,-105.27
O015387,2025-09-06 00:00:00,C00943,P0065,R019,1,0.05,485.01,442.51,42.5
O015388,2024-09-22 00:00:00,C01587,P0076,R002,1,0.1,505.92,442.13,63.79
O015389,2025-12-31 00:00:00,C00749,P0069,R010,2,0.1,1449.07,1225.7,223.37
O015390,2024-10-05 00:00:00,C01901,P0079,R018,1,0.0,101.93,76.83,25.1
O015391,2025-06-20 00:00:00,C00860,P0050,R001,2,0.15,2131.05,1654.8,476.25
O015392,2024-06-27 00:00:00,C01554,P0085,R018,2,0.2,865.07,655.5,209.57
O015393,2025-03-19 00:00:00,C00229,P0081,R016,2,0.05,366.89,335.54,31.35
O015394,2024-07-19 00:00:00,C01704,P0078,R001,1,0.0,909.09,738.46,170.63
O015395,2025-07-22 00:00:00,C00960,P0082,R009,2,0.15,316.34,317.32,-0.98
O015396,2024-11-28 00:00:00,C01982,P0031,R002,2,0.05,310.71,227.34,83.37
O015397,2024-01-31 00:00:00,C01402,P0065,R008,1,0.15,433.96,442.51,-8.55
O015398,2024-06-30 00:00:00,C01482,P0083,R019,1,0.05,1185.62,867.53,318.09
O015399,2024-09-14 00:00:00,C00297,P0014,R017,1,0.0,470.73,413.45,57.28
O015400,2024-12-06 00:00:00,C01135,P0033,R001,2,0.0,1418.78,976.82,441.96
O015401,2024-07-16 00:00:00,C01477,P0058,R017,1,0.0,477.75,359.06,118.69
O015402,2025-02-26 00:00:00,C01621,P0050,R020,2,0.0,2507.12,1654.8,852.32
O015403,2025-12-05 00:00:00,C00753,P0094,R013,1,0.1,782.48,695.08,87.4
O015404,2025-06-03 00:00:00,C01128,P0081,R012,5,0.05,917.22,838.85,78.37
O015405,2024-08-15 00:00:00,C00347,P0006,R014,2,0.1,424.28,298.42,125.86
O015406,2025-05-09 00:00:00,C00866,P0055,R012,1,0.1,760.79,517.78,243.01
O015407,2025-12-07 00:00:00,C00952,P0082,R005,1,0.0,186.08,158.66,27.42
O015408,2024-06-25 00:00:00,C00066,P0074,R001,3,0.0,1493.13,1217.22,275.91
O015409,2024-06-18 00:00:00,C01834,P0062,R001,1,0.1,253.83,186.59,67.24
O015410,2024-01-29 00:00:00,C01286,P0013,R008,1,0.1,291.09,263.26,27.83
O015411,2025-09-07 00:00:00,C00367,P0094,R015,3,0.1,2347.43,2085.24,262.19
O015412,2025-08-31 00:00:00,C01796,P0050,R017,4,0.0,5014.24,3309.6,1704.64
O015413,2024-10-29 00:00:00,C01383,P0020,R005,1,0.0,1187.83,729.28,458.55
O015414,2025-09-29 00:00:00,C01387,P0012,R007,1,0.0,1450.14,894.74,555.4
O015415,2025-04-21 00:00:00,C01866,P0084,R001,2,0.0,1836.3,1503.16,333.14
O015416,2025-12-16 00:00:00,C00809,P0069,R019,1,0.2,644.03,612.85,31.18
O015417,2025-11-05 00:00:00,C00711,P0033,R004,4,0.05,2695.68,1953.64,742.04
O015418,2025-12-02 00:00:00,C01234,P0062,R011,4,0.0,1128.12,746.36,381.76
O015419,2024-10-13 00:00:00,C01778,P0096,R002,3,0.05,2220.06,1377.45,842.61
O015420,2025-04-08 00:00:00,C01626,P0058,R017,1,0.05,453.86,359.06,94.8
O015421,2024-05-02 00:00:00,C01574,P0048,R018,4,0.0,554.28,381.32,172.96
O015422,2025-10-15 00:00:00,C01529,P0039,R016,2,0.0,1803.12,1377.56,425.56
O015423,2024-08-20 00:00:00,C00070,P0025,R004,1,0.05,257.91,172.86,85.05
O015424,2024-11-23 00:00:00,C00983,P0094,R010,2,0.1,1564.96,1390.16,174.8
O015425,2025-03-10 00:00:00,C00712,P0024,R020,4,0.05,3635.88,3310.16,325.72
O015426,2025-07-29 00:00:00,C00724,P0008,R017,1,0.05,197.71,128.3,69.41
O015427,2025-06-18 00:00:00,C01712,P0020,R004,2,0.0,2375.66,1458.56,917.1
O015428,2025-11-29 00:00:00,C00794,P0025,R018,1,0.0,271.48,172.86,98.62
O015429,2025-06-05 00:00:00,C01674,P0051,R010,2,0.0,1687.22,1303.32,383.9
O015430,2025-08-05 00:00:00,C01816,P0094,R020,2,0.1,1564.96,1390.16,174.8
O015431,2025-02-22 00:00:00,C00911,P0019,R009,1,0.05,49.8,44.02,5.78
O015432,2024-10-30 00:00:00,C00340,P0021,R002,1,0.1,398.15,368.8,29.35
O015433,2025-10-29 00:00:00,C01397,P0053,R010,3,0.15,140.43,145.2,-4.77
O015434,2024-10-03 00:00:00,C01726,P0093,R017,1,0.0,907.16,594.21,312.95
O015435,2025-03-29 00:00:00,C00813,P0095,R017,1,0.05,131.69,87.11,44.58
O015436,2024-08-01 00:00:00,C00391,P0097,R014,4,0.0,4835.4,3211.16,1624.24
O015437,2024-12-18 00:00:00,C01042,P0018,R018,3,0.0,2827.35,2297.01,530.34
O015438,2024-09-25 00:00:00,C01962,P0077,R015,2,0.0,1303.58,792.08,511.5
O015439,2024-07-07 00:00:00,C01035,P0072,R012,1,0.05,262.68,230.43,32.25
O015440,2025-08-22 00:00:00,C00897,P0005,R019,1,0.1,604.97,567.23,37.74
O015441,2025-07-14 00:00:00,C00880,P0074,R006,1,0.15,423.05,405.74,17.31
O015442,2025-05-27 00:00:00,C01467,P0076,R001,4,0.0,2248.52,1768.52,480.0
O015443,2024-03-01 00:00:00,C00682,P0073,R019,2,0.15,1302.08,1258.2,43.88
O015444,2024-07-01 00:00:00,C01459,P0029,R016,1,0.05,936.8,722.34,214.46
O015445,2024-06-08 00:00:00,C01974,P0042,R016,4,0.0,351.84,276.08,75.76
O015446,2025-06-04 00:00:00,C01546,P0064,R008,2,0.0,1805.12,1514.82,290.3
O015447,2025-10-14 00:00:00,C01858,P0020,R011,1,0.15,1009.66,729.28,280.38
O015448,2024-10-04 00:00:00,C01579,P0022,R013,1,0.05,469.4,305.85,163.55
O015449,2024-08-29 00:00:00,C01688,P0077,R013,1,0.0,651.79,396.04,255.75
O015450,2025-02-11 00:00:00,C00079,P0023,R005,2,0.0,532.7,422.62,110.08
O015451,2025-12-22 00:00:00,C00706,P0003,R008,1,0.1,1074.44,770.19,304.25
O015452,2024-09-27 00:00:00,C00547,P0025,R006,1,0.1,244.33,172.86,71.47
O015453,2024-07-22 00:00:00,C01727,P0011,R009,5,0.0,2467.35,2079.15,388.2
O015454,2025-01-16 00:00:00,C00460,P0036,R013,2,0.1,1887.25,1764.0,123.25
O015455,2025-10-31 00:00:00,C01936,P0082,R006,4,0.0,744.32,634.64,109.68
O015456,2025-06-17 00:00:00,C01398,P0084,R008,1,0.0,918.15,751.58,166.57
O015457,2025-01-13 00:00:00,C00248,P0011,R008,4,0.05,1875.19,1663.32,211.87
O015458,2025-06-18 00:00:00,C01367,P0065,R006,2,0.1,918.97,885.02,33.95
O015459,2024-01-12 00:00:00,C00686,P0013,R017,1,0.15,274.92,263.26,11.66
O015460,2025-07-04 00:00:00,C00595,P0026,R001,4,0.1,2641.72,2268.0,373.72
O015461,2024-03-12 00:00:00,C01989,P0084,R012,1,0.0,918.15,751.58,166.57
