customer_id,customer_name,gender,age,customer_segment,signup_date
C01033,Customer 1033,Male,35,Corporate,2025-03-29
C01034,Customer 1034,Female,24,Consumer,2024-05-08
C01035,Customer 1035,Male,19,Consumer,2024-12-18
C01036,Customer 1036,Female,28,Consumer,2024-05-20
C01037,Customer 1037,Male,61,Consumer,2024-11-19
C01038,Customer 1038,Male,44,Corporate,2024-04-16
C01039,Customer 1039,Male,65,Consumer,2025-03-27
C01040,Customer 1040,Male,28,Corporate,2025-02-20
C01041,Customer 1041,Male,34,Consumer,2025-04-07
C01042,Customer 1042,Female,25,Corporate,2024-11-19
C01043,Customer 1043,Female,37,Consumer,2024-07-27
C01044,Customer 1044,Female,45,Small Business,2024-07-01
C01045,Customer 1045,Male,56,Consumer,2024-06-06
C01046,Customer 1046,Male,35,Consumer,2024-11-09
C01047,Customer 1047,Male,55,Consumer,2024-11-25
C01048,Customer 1048,Female,48,Consumer,2025-05-06
C01049,Customer 1049,Female,32,Consumer,2024-02-08
C01050,Customer 1050,Male,61,Corporate,2024-07-24
C01051,Customer 1051,Female,38,Small Business,2025-09-14
C01052,Customer 1052,Male,25,Corporate,2025-10-30
C01053,Customer 1053,Male,64,Consumer,2025-11-10
C01054,Customer 1054,Male,61,Consumer,2024-08-11
C01055,Customer 1055,Male,20,Corporate,2024-04-10
C01056,Customer 1056,Female,61,Corporate,2024-05-24
C01057,Customer 1057,Female,63,Consumer,2024-04-06
C01058,Customer 1058,Male,57,Small Business,2025-11-27
C01059,Customer 1059,Female,30,Consumer,2025-10-06
C01060,Customer 1060,Female,48,Corporate,2025-08-14
C01061,Customer 1061,Female,43,Small Business,2025-06-16
C01062,Customer 1062,Female,47,Corporate,2024-09-07
C01063,Customer 1063,Male,47,Consumer,2024-12-13
C01064,Customer 1064,Female,48,Consumer,2025-09-06
C01065,Customer 1065,Male,42,Consumer,2025-08-17
C01066,Customer 1066,Female,51,Corporate,2025-01-13
C01067,Customer 1067,Male,43,Consumer,2025-09-03
C01068,Customer 1068,Female,18,Corporate,2024-09-10
C01069,Customer 1069,Male,19,Small Business,2024-10-28
C01070,Customer 1070,Male,63,Consumer,2025-09-04
C01071,Customer 1071,Female,61,Consumer,2024-10-01
C01072,Customer 1072,Female,46,Corporate,2025-07-03
C01073,Customer 1073,Male,26,Consumer,2024-11-26
C01074,Customer 1074,Female,55,Consumer,2024-08-05
C01075,Customer 1075,Female,24,Consumer,2024-06-08
C01076,Customer 1076,Male,36,Consumer,2025-03-18
C01077,Customer 1077,Female,33,Corporate,2024-12-16
C01078,Customer 1078,Male,18,Consumer,2024-09-26
C01079,Customer 1079,Female,56,Consumer,2025-06-26
C01080,Customer 1080,Male,42,Consumer,2024-01-01
C01081,Customer 1081,Male,33,Consumer,2024-03-08
C01082,Customer 1082,Female,42,Consumer,2025-12-03
C01083,Customer 1083,Female,18,Corporate,2025-04-29
C01084,Customer 1084,Female,38,Consumer,2025-02-05
C01085,Customer 1085,Female,42,Consumer,2024-01-11
C01086,Customer 1086,Female,34,Small Business,2025-03-12
C01087,Customer 1087,Female,57,Consumer,2024-11-13
C01088,Customer 1088,Female,29,Consumer,2025-03-13
C01089,Customer 1089,Male,24,Consumer,2024-01-30
C01090,Customer 1090,Male,43,Consumer,2025-02-05
C01091,Customer 1091,Male,60,Consumer,2025-02-25
C01092,Customer 1092,Female,36,Corporate,2024-07-30
C01093,Customer 1093,Male,20,Corporate,2024-02-09
C01094,Customer 1094,Male,64,Consumer,2025-12-10
C01095,Customer 1095,Female,39,Consumer,2025-06-01
C01096,Customer 1096,Male,26,Consumer,2025-03-29
C01097,Customer 1097,Male,47,Consumer,2025-07-13
C01098,Customer 1098,Female,33,Corporate,2025-05-04
C01099,Customer 1099,Female,63,Corporate,2024-04-08
C01100,Customer 1100,Male,32,Small Business,2024-11-27
C01101,Customer 1101,Male,44,Consumer,2025-10-10
C01102,Customer 1102,Male,44,Corporate,2024-07-29
C01103,Customer 1103,Female,29,Consumer,2025-12-10
C01104,Customer 1104,Female,41,Consumer,2024-02-16
C01105,Customer 1105,Male,23,Small Business,2024-08-29
C01106,Customer 1106,Female,48,Consumer,2024-09-12
C01107,Customer 1107,Male,54,Corporate,2025-03-26
C01108,Customer 1108,Male,63,Corporate,2024-05-08
C01109,Customer 1109,Other,33,Small Business,2024-06-16
C01110,Customer 1110,Male,31,Consumer,2025-04-28
C01111,Customer 1111,Male,44,Consumer,2024-07-26
C01112,Customer 1112,Male,51,Corporate,2025-10-03
C01113,Customer 1113,Female,65,Corporate,2025-09-27
C01114,Customer 1114,Female,19,Consumer,2024-08-09
C01115,Customer 1115,Other,29,Corporate,2025-02-12
C01116,Customer 1116,Male,30,Consumer,2024-08-31
C01117,Customer 1117,Male,30,Consumer,2024-09-08
C01118,Customer 1118,Female,40,Small Business,2025-05-04
C01119,Customer 1119,Male,59,Consumer,2024-08-01
C01120,Customer 1120,Female,19,Consumer,2024-04-18
C01121,Customer 1121,Female,57,Small Business,2024-07-08
C01122,Customer 1122,Male,47,Corporate,2025-11-09
C01123,Customer 1123,Female,47,Small Business,2024-07-08
C01124,Customer 1124,Male,50,Consumer,2024-09-22
C01125,Customer 1125,Male,23,Small Business,2025-04-04
C01126,Customer 1126,Female,53,Consumer,2024-03-14
C01127,Customer 1127,Male,29,Consumer,2024-07-14
C01128,Customer 1128,Female,42,Consumer,2024-05-07
C01129,Customer 1129,Female,50,Corporate,2025-11-05
C01130,Customer 1130,Other,46,Small Business,2025-11-11
C01131,Customer 1131,Other,33,Corporate,2025-07-05
C01132,Customer 1132,Male,37,Corporate,2024-06-29
C01133,Customer 1133,Male,40,Consumer,2025-03-25
C01134,Customer 1134,Female,19,Consumer,2025-04-28
C01135,Customer 1135,Female,52,Consumer,2025-09-26
C01136,Customer 1136,Male,22,Consumer,2024-04-24
C01137,Customer 1137,Male,40,Consumer,2025-06-21
C01138,Customer 1138,Male,49,Small Business,2024-05-21
C01139,Customer 1139,Male,21,Corporate,2025-02-19
C01140,Customer 1140,Female,65,Corporate,2025-10-03
C01141,Customer 1141,Male,36,Consumer,2024-02-15
C01142,Customer 1142,Female,18,Consumer,2024-04-18
C01143,Customer 1143,Female,49,Consumer,2025-08-16
C01144,Customer 1144,Female,44,Consumer,2024-01-14
C01145,Customer 1145,Male,48,Consumer,2025-05-15
C01146,Customer 1146,Male,54,Consumer,2024-12-31
C01147,Customer 1147,Female,40,Consumer,2024-09-10
C01148,Customer 1148,Female,57,Corporate,2025-09-21
C01149,Customer 1149,Male,35,Consumer,2025-09-11
C01150,Customer 1150,Female,44,Consumer,2024-08-25
C01151,Customer 1151,Male,25,Consumer,2024-01-04
C01152,Customer 1152,Female,47,Consumer,2024-04-03
C01153,Customer 1153,Male,30,Consumer,2024-03-19
C01154,Customer 1154,Male,51,Consumer,2025-12-18
C01155,Customer 1155,Female,56,Consumer,2025-03-11
C01156,Customer 1156,Male,59,Consumer,2025-05-09
C01157,Customer 1157,Male,62,Small Business,2024-06-17
C01158,Customer 1158,Male,23,Consumer,2025-09-13
C01159,Customer 1159,Male,24,Consumer,2025-06-11
C01160,Customer 1160,Female,62,Consumer,2025-07-03
C01161,Customer 1161,Male,36,Consumer,2024-12-07
C01162,Customer 1162,Female,19,Consumer,2025-05-24
C01163,Customer 1163,Female,31,Small Business,2025-02-01
C01164,Customer 1164,Male,58,Consumer,2024-10-07
C01165,Customer 1165,Male,35,Corporate,2025-03-09
C01166,Customer 1166,Female,21,Consumer,2024-08-24
C01167,Customer 1167,Female,52,Consumer,2025-11-26
C01168,Customer 1168,Female,27,Consumer,2025-06-07
C01169,Customer 1169,Female,34,Consumer,2025-06-23
C01170,Customer 1170,Male,18,Consumer,2025-06-07
C01171,Customer 1171,Male,46,Small Business,2024-11-23
C01172,Customer 1172,Female,39,Corporate,2025-11-24
C01173,Customer 1173,Male,59,Small Business,2024-05-31
C01174,Customer 1174,Female,34,Consumer,2025-02-19
C01175,Customer 1175,Male,27,Corporate,2024-02-20
C01176,Customer 1176,Female,25,Consumer,2024-08-03
C01177,Customer 1177,Male,27,Consumer,2025-02-23
C01178,Customer 1178,Male,39,Small Business,2024-12-23
C01179,Customer 1179,Male,22,Corporate,2025-11-18
C01180,Customer 1180,Male,37,Small Business,2025-03-24
C01181,Customer 1181,Female,59,Corporate,2024-10-27
C01182,Customer 1182,Male,54,Consumer,2024-11-07
C01183,Customer 1183,Male,48,Corporate,2025-03-22
C01184,Customer 1184,Male,60,Consumer,2025-07-31
C01185,Customer 1185,Male,55,Small Business,2024-07-20
C01186,Customer 1186,Female,49,Corporate,2025-03-02
C01187,Customer 1187,Male,59,Consumer,2025-02-23
C01188,Customer 1188,Other,23,Consumer,2024-01-07
C01189,Customer 1189,Male,57,Consumer,2025-10-28
C01190,Customer 1190,Female,32,Consumer,2025-02-19
C01191,Customer 1191,Male,53,Consumer,2024-06-25
C01192,Customer 1192,Male,61,Corporate,2025-04-07
C01193,Customer 1193,Female,41,Consumer,2025-05-09
C01194,Customer 1194,Female,22,Corporate,2025-10-30
C01195,Customer 1195,Female,35,Consumer,2024-01-25
C01196,Customer 1196,Male,37,Consumer,2024-10-29
C01197,Customer 1197,Male,62,Consumer,2024-05-11
C01198,Customer 1198,Female,63,Small Business,2025-02-23
C01199,Customer 1199,Male,45,Consumer,2025-01-01
C01200,Customer 1200,Female,63,Consumer,2024-12-12
C01201,Customer 1201,Female,38,Consumer,2025-12-17
C01202,Customer 1202,Female,37,Corporate,2025-01-23
C01203,Customer 1203,Female,58,Consumer,2024-10-27
C01204,Customer 1204,Female,50,Consumer,2024-02-19
C01205,Customer 1205,Male,43,Corporate,2024-07-30
C01206,Customer 1206,Male,39,Corporate,2025-10-17
C01207,Customer 1207,Female,51,Consumer,2024-11-25
C01208,Customer 1208,Male,54,Consumer,2025-10-26
C01209,Customer 1209,Male,41,Consumer,2025-01-23
C01210,Customer 1210,Male,19,Consumer,2025-02-04
C01211,Customer 1211,Female,22,Corporate,2024-11-09
C01212,Customer 1212,Female,24,Consumer,2025-02-10
C01213,Customer 1213,Female,40,Consumer,2024-02-18
C01214,Customer 1214,Male,47,Consumer,2024-02-12
C01215,Customer 1215,Male,56,Consumer,2024-12-13
C01216,Customer 1216,Female,29,Consumer,2025-03-12
C01217,Customer 1217,Male,55,Corporate,2025-02-06
C01218,Customer 1218,Female,49,Consumer,2024-11-09
C01219,Customer 1219,Female,20,Small Business,2024-08-02
C01220,Customer 1220,Male,34,Corporate,2025-06-01
C01221,Customer 1221,Male,32,Consumer,2025-03-17
C01222,Customer 1222,Male,60,Consumer,2024-02-04
C01223,Customer 1223,Female,62,Consumer,2024-11-26
C01224,Customer 1224,Female,57,Consumer,2025-06-02
C01225,Customer 1225,Male,43,Consumer,2025-07-26
C01226,Customer 1226,Female,41,Small Business,2024-07-28
C01227,Customer 1227,Male,32,Consumer,2025-11-06
C01228,Customer 1228,Male,55,Consumer,2025-04-20
C01229,Customer 1229,Female,22,Consumer,2024-11-15
C01230,Customer 1230,Male,31,Consumer,2025-04-02
C01231,Customer 1231,Male,24,Small Business,2025-09-28
C01232,Customer 1232,Female,41,Consumer,2024-06-14
C01233,Customer 1233,Male,32,Corporate,2024-04-19
C01234,Customer 1234,Female,27,Corporate,2024-11-17
C01235,Customer 1235,Male,36,Consumer,2024-03-02
C01236,Customer 1236,Male,59,Consumer,2025-09-02
C01237,Customer 1237,Male,44,Consumer,2025-12-09
C01238,Customer 1238,Male,57,Small Business,2025-03-18
C01239,Customer 1239,Male,61,Consumer,2025-12-16
C01240,Customer 1240,Male,61,Corporate,2024-02-20
C01241,Customer 1241,Female,34,Corporate,2025-04-06
C01242,Customer 1242,Male,60,Corporate,2024-11-19
C01243,Customer 1243,Male,61,Consumer,2024-07-21
C01244,Customer 1244,Male,64,Consumer,2024-08-15
C01245,Customer 1245,Male,34,Corporate,2025-02-01
C01246,Customer 1246,Male,28,Consumer,2025-04-13
C01247,Customer 1247,Female,46,Small Business,2024-04-29
C01248,Customer 1248,Male,62,Consumer,2025-03-24
C01249,Customer 1249,Female,61,Consumer,2025-11-07
C01250,Customer 1250,Female,45,Corporate,2024-01-08
C01251,Customer 1251,Male,25,Consumer,2025-10-03
C01252,Customer 1252,Male,38,Consumer,2025-03-19
C01253,Customer 1253,Male,52,Consumer,2024-09-06
C01254,Customer 1254,Female,44,Consumer,2025-06-20
C01255,Customer 1255,Male,34,Corporate,2025-03-26
C01256,Customer 1256,Female,34,Consumer,2025-07-15
C01257,Customer 1257,Female,20,Consumer,2024-02-29
C01258,Customer 1258,Female,31,Consumer,2024-02-13
C01259,Customer 1259,Female,50,Small Business,2025-04-13
C01260,Customer 1260,Other,29,Consumer,2024-08-09
C01261,Customer 1261,Male,65,Small Business,2024-06-22
C01262,Customer 1262,Male,21,Small Business,2024-11-03
C01263,Customer 1263,Male,46,Consumer,2025-06-13
C01264,Customer 1264,Female,41,Corporate,2024-05-11
C01265,Customer 1265,Female,57,Corporate,2025-12-11
C01266,Customer 1266,Female,60,Consumer,2024-11-03
C01267,Customer 1267,Male,44,Consumer,2024-04-19
C01268,Customer 1268,Female,48,Corporate,2024-02-21
C01269,Customer 1269,Male,51,Corporate,2025-09-17
C01270,Customer 1270,Male,43,Corporate,2024-03-23
C01271,Customer 1271,Female,26,Small Business,2024-11-01
C01272,Customer 1272,Male,38,Consumer,2025-05-03
C01273,Customer 1273,Male,29,Corporate,2025-01-09
C01274,Customer 1274,Female,40,Small Business,2024-07-10
C01275,Customer 1275,Male,47,Consumer,2024-03-19
C01276,Customer 1276,Male,28,Consumer,2025-06-03
C01277,Customer 1277,Male,29,Consumer,2024-12-23
C01278,Customer 1278,Male,57,Small Business,2024-02-05
C01279,Customer 1279,Female,36,Consumer,2024-05-12
C01280,Customer 1280,Female,27,Corporate,2025-02-14
C01281,Customer 1281,Male,52,Consumer,2024-05-02
C01282,Customer 1282,Male,52,Consumer,2024-10-12
C01283,Customer 1283,Male,57,Consumer,2024-03-31
C01284,Customer 1284,Female,54,Consumer,2025-08-04
C01285,Customer 1285,Female,65,Small Business,2025-04-05
C01286,Customer 1286,Female,45,Consumer,2025-07-26
C01287,Customer 1287,Male,31,Small Business,2024-02-08
C01288,Customer 1288,Male,59,Consumer,2024-10-01
C01289,Customer 1289,Male,30,Small Business,2024-07-14
C01290,Customer 1290,Female,31,Consumer,2025-03-30
C01291,Customer 1291,Male,57,Consumer,2025-08-22
C01292,Customer 1292,Female,60,Consumer,2024-06-15
C01293,Customer 1293,Female,34,Consumer,2025-07-15
C01294,Customer 1294,Male,53,Consumer,2025-02-27
C01295,Customer 1295,Male,62,Corporate,2025-08-24
C01296,Customer 1296,Male,56,Consumer,2024-02-29
C01297,Customer 1297,Male,18,Consumer,2025-12-24
C01298,Customer 1298,Male,49,Consumer,2024-11-13
C01299,Customer 1299,Female,26,Consumer,2024-07-23
C01300,Customer 1300,Male,58,Corporate,2024-05-13
C01301,Customer 1301,Male,21,Consumer,2025-12-19
C01302,Customer 1302,Female,65,Corporate,2025-10-06
C01303,Customer 1303,Female,26,Small Business,2024-04-05
C01304,Customer 1304,Male,38,Consumer,2024-11-20
C01305,Customer 1305,Female,29,Consumer,2025-06-19
C01306,Customer 1306,Female,57,Consumer,2025-03-07
C01307,Customer 1307,Female,36,Consumer,2024-05-17
C01308,Customer 1308,Female,53,Consumer,2024-09-20
C01309,Customer 1309,Male,21,Small Business,2024-09-25
C01310,Customer 1310,Female,39,Corporate,2024-07-29
C01311,Customer 1311,Male,61,Consumer,2025-12-02
C01312,Customer 1312,Female,62,Corporate,2024-05-28
C01313,Customer 1313,Female,28,Consumer,2025-05-30
C01314,Customer 1314,Male,36,Corporate,2025-10-27
C01315,Customer 1315,Male,37,Consumer,2025-08-03
C01316,Customer 1316,Female,45,Consumer,2025-08-06
C01317,Customer 1317,Female,43,Small Business,2024-04-25
C01318,Customer 1318,Male,23,Corporate,2024-04-07
C01319,Customer 1319,Female,54,Small Business,2025-07-25
C01320,Customer 1320,Female,28,Consumer,2025-06-29
C01321,Customer 1321,Male,33,Corporate,2025-06-25
C01322,Customer 1322,Male,58,Consumer,2024-11-01
C01323,Customer 1323,Male,51,Consumer,2025-01-17
C01324,Customer 1324,Female,37,Consumer,2024-01-12
C01325,Customer 1325,Male,61,Consumer,2024-07-31
C01326,Customer 1326,Female,36,Consumer,2025-01-20
C01327,Customer 1327,Male,45,Consumer,2024-04-01
C01328,Customer 1328,Female,29,Corporate,2024-04-04
C01329,Customer 1329,Male,26,Corporate,2024-02-03
C01330,Customer 1330,Male,41,Small Business,2024-06-02
C01331,Customer 1331,Female,45,Consumer,2025-12-25
C01332,Customer 1332,Male,56,Small Business,2025-05-23
C01333,Customer 1333,Female,36,Consumer,2025-11-23
C01334,Customer 1334,Female,60,Consumer,2024-07-06
C01335,Customer 1335,Female,47,Corporate,2025-03-13
C01336,Customer 1336,Female,21,Consumer,2025-10-13
C01337,Customer 1337,Male,53,Consumer,2024-09-13
C01338,Customer 1338,Female,45,Consumer,2025-04-24
C01339,Customer 1339,Female,36,Consumer,2025-05-20
C01340,Customer 1340,Male,40,Corporate,2025-08-30
C01341,Customer 1341,Male,32,Consumer,2025-12-08
C01342,Customer 1342,Female,47,Consumer,2025-03-25
C01343,Customer 1343,Male,45,Consumer,2025-03-01
C01344,Customer 1344,Female,39,Consumer,2025-09-26
C01345,Customer 1345,Other,31,Corporate,2025-05-14
C01346,Customer 1346,Female,37,Small Business,2024-09-21
C01347,Customer 1347,Male,41,Corporate,2025-04-05
C01348,Customer 1348,Male,40,Small Business,2025-02-04
C01349,Customer 1349,Male,32,Consumer,2024-06-15
C01350,Customer 1350,Male,45,Corporate,2025-01-11
C01351,Customer 1351,Female,28,Consumer,2025-03-31
C01352,Customer 1352,Female,42,Consumer,2025-10-21
C01353,Customer 1353,Male,23,Corporate,2025-02-27
C01354,Customer 1354,Male,40,Consumer,2024-04-30
C01355,Customer 1355,Female,55,Small Business,2025-12-21
C01356,Customer 1356,Male,57,Corporate,2025-02-25
C01357,Customer 1357,Female,51,Small Business,2024-07-28
C01358,Customer 1358,Male,53,Consumer,2025-07-04
C01359,Customer 1359,Female,21,Consumer,2024-10-07
C01360,Customer 1360,Male,34,Corporate,2024-09-27
C01361,Customer 1361,Female,49,Consumer,2025-09-04
C01362,Customer 1362,Male,56,Consumer,2025-09-25
C01363,Customer 1363,Female,45,Corporate,2025-01-17
C01364,Customer 1364,Male,58,Small Business,2024-09-29
C01365,Customer 1365,Male,31,Corporate,2025-09-22
C01366,Customer 1366,Female,25,Consumer,2024-05-06
C01367,Customer 1367,Male,22,Consumer,2025-06-29
C01368,Customer 1368,Male,45,Consumer,2025-03-02
C01369,Customer 1369,Male,49,Consumer,2025-09-15
C01370,Customer 1370,Male,31,Consumer,2024-11-03
C01371,Customer 1371,Male,55,Consumer,2025-08-30
C01372,Customer 1372,Female,53,Consumer,2024-01-12
C01373,Customer 1373,Male,35,Consumer,2025-07-07
C01374,Customer 1374,Female,29,Consumer,2024-02-20
C01375,Customer 1375,Female,53,Consumer,2025-04-13
C01376,Customer 1376,Male,50,Consumer,2024-05-22
C01377,Customer 1377,Female,26,Corporate,2025-12-04
C01378,Customer 1378,Female,30,Consumer,2025-07-15
C01379,Customer 1379,Female,41,Small Business,2024-03-17
C01380,Customer 1380,Male,42,Consumer,2025-10-13
C01381,Customer 1381,Male,25,Consumer,2024-07-02
C01382,Customer 1382,Male,63,Consumer,2025-02-02
C01383,Customer 1383,Female,36,Consumer,2024-03-03
C01384,Customer 1384,Other,36,Consumer,2024-03-18
C01385,Customer 1385,Female,20,Corporate,2024-06-25
C01386,Customer 1386,Male,60,Small Business,2025-01-25
C01387,Customer 1387,Female,29,Consumer,2025-01-31
C01388,Customer 1388,Male,65,Consumer,2025-09-16
C01389,Customer 1389,Female,41,Corporate,2024-04-30
C01390,Customer 1390,Male,59,Consumer,2025-07-01
C01391,Customer 1391,Female,26,Consumer,2024-01-05
C01392,Customer 1392,Female,25,Corporate,2024-07-31
C01393,Customer 1393,Male,56,Consumer,2024-05-07
C01394,Customer 1394,Male,57,Corporate,2024-03-31
C01395,Customer 1395,Female,44,Consumer,2025-03-02
C01396,Customer 1396,Male,19,Consumer,2025-10-19
C01397,Customer 1397,Female,63,Consumer,2025-05-01
C01398,Customer 1398,Female,36,Corporate,2025-09-15
C01399,Customer 1399,Female,62,Consumer,2025-03-07
C01400,Customer 1400,Male,59,Corporate,2024-02-09
C01401,Customer 1401,Male,58,Corporate,2024-09-09
C01402,Customer 1402,Male,51,Corporate,2025-08-24
C01403,Customer 1403,Female,50,Consumer,2024-02-02
C01404,Customer 1404,Male,43,Consumer,2024-03-11
C01405,Customer 1405,Male,19,Consumer,2025-08-31
C01406,Customer 1406,Male,36,Consumer,2024-02-16
C01407,Customer 1407,Female,53,Small Business,2025-12-01
C01408,Customer 1408,Male,56,Consumer,2025-07-07
C01409,Customer 1409,Female,44,Small Business,2025-04-30
C01410,Customer 1410,Female,52,Consumer,2025-01-26
C01411,Customer 1411,Female,19,Consumer,2024-03-06
C01412,Customer 1412,Female,40,Consumer,2024-10-29
C01413,Customer 1413,Female,42,Corporate,2025-08-12
C01414,Customer 1414,Female,60,Consumer,2025-10-21
C01415,Customer 1415,Male,32,Consumer,2024-11-22
C01416,Customer 1416,Female,29,Corporate,2025-09-04
C01417,Customer 1417,Female,34,Consumer,2025-07-20
C01418,Customer 1418,Female,26,Consumer,2024-02-12
C01419,Customer 1419,Female,44,Consumer,2025-03-28
C01420,Customer 1420,Female,48,Consumer,2025-03-25
C01421,Customer 1421,Female,56,Consumer,2025-01-31
C01422,Customer 1422,Male,64,Consumer,2025-07-17
C01423,Customer 1423,Male,21,Consumer,2025-10-11
C01424,Customer 1424,Male,29,Consumer,2025-02-05
C01425,Customer 1425,Male,32,Consumer,2024-08-21
C01426,Customer 1426,Male,29,Consumer,2025-12-18
C01427,Customer 1427,Male,57,Consumer,2025-12-04
C01428,Customer 1428,Male,24,Consumer,2025-05-15
C01429,Customer 1429,Female,19,Consumer,2025-04-12
C01430,Customer 1430,Male,59,Consumer,2024-03-17
C01431,Customer 1431,Female,64,Consumer,2024-10-20
C01432,Customer 1432,Female,28,Small Business,2024-05-24
C01433,Customer 1433,Male,33,Corporate,2025-01-10
C01434,Customer 1434,Male,42,Consumer,2025-08-26
C01435,Customer 1435,Male,43,Consumer,2024-06-12
C01436,Customer 1436,Female,65,Consumer,2025-12-28
C01437,Customer 1437,Male,37,Corporate,2024-04-04
C01438,Customer 1438,Male,18,Consumer,2024-03-12
C01439,Customer 1439,Female,38,Consumer,2025-12-12
C01440,Customer 1440,Female,44,Consumer,2024-03-14
C01441,Customer 1441,Male,42,Consumer,2025-06-20
C01442,Customer 1442,Male,42,Consumer,2025-07-11
C01443,Customer 1443,Male,62,Small Business,2024-08-28
C01444,Customer 1444,Male,56,Small Business,2024-02-16
C01445,Customer 1445,Male,30,Consumer,2024-08-13
C01446,Customer 1446,Female,35,Consumer,2024-02-20
C01447,Customer 1447,Female,50,Consumer,2025-05-05
C01448,Customer 1448,Female,37,Consumer,2025-10-10
C01449,Customer 1449,Female,38,Consumer,2025-12-28
C01450,Customer 1450,Male,26,Consumer,2025-08-07
C01451,Customer 1451,Female,30,Corporate,2025-07-19
C01452,Customer 1452,Female,53,Small Business,2025-10-05
C01453,Customer 1453,Female,58,Corporate,2025-07-16
C01454,Customer 1454,Female,55,Corporate,2025-04-19
C01455,Customer 1455,Male,32,Consumer,2025-12-28
C01456,Customer 1456,Male,24,Consumer,2024-08-23
C01457,Customer 1457,Male,25,Consumer,2024-10-28
C01458,Customer 1458,Male,36,Consumer,2025-10-23
C01459,Customer 1459,Female,42,Consumer,2024-08-15
C01460,Customer 1460,Male,60,Corporate,2024-08-06
C01461,Customer 1461,Female,61,Consumer,2024-04-21
C01462,Customer 1462,Female,18,Consumer,2024-07-20
C01463,Customer 1463,Male,51,Consumer,2025-03-09
C01464,Customer 1464,Male,32,Small Business,2025-10-09
C01465,Customer 1465,Female,27,Consumer,2024-04-09
C01466,Customer 1466,Female,44,Consumer,2025-05-12
C01467,Customer 1467,Male,19,Consumer,2025-07-13
C01468,Customer 1468,Male,34,Corporate,2025-10-15
C01469,Customer 1469,Female,44,Small Business,2025-07-01
C01470,Customer 1470,Male,31,Consumer,2024-04-23
C01471,Customer 1471,Female,46,Small Business,2024-12-22
C01472,Customer 1472,Male,40,Consumer,2025-11-26
C01473,Customer 1473,Male,56,Corporate,2025-10-25
C01474,Customer 1474,Male,26,Consumer,2025-03-23
C01475,Customer 1475,Male,20,Consumer,2025-12-04
C01476,Customer 1476,Male,43,Corporate,2025-05-02
C01477,Customer 1477,Male,30,Consumer,2024-02-17
C01478,Customer 1478,Other,51,Consumer,2025-10-29
C01479,Customer 1479,Male,22,Corporate,2024-05-02
C01480,Customer 1480,Male,45,Small Business,2024-10-04
C01481,Customer 1481,Male,65,Consumer,2024-06-22
C01482,Customer 1482,Male,22,Corporate,2025-06-09
C01483,Customer 1483,Female,32,Corporate,2024-01-22
C01484,Customer 1484,Male,58,Consumer,2025-04-12
C01485,Customer 1485,Female,43,Small Business,2025-09-22
C01486,Customer 1486,Male,26,Consumer,2025-07-29
C01487,Customer 1487,Other,28,Corporate,2024-08-12
C01488,Customer 1488,Male,54,Consumer,2025-10-16
C01489,Customer 1489,Female,59,Consumer,2024-09-21
C01490,Customer 1490,Male,35,Consumer,2025-05-11
C01491,Customer 1491,Male,40,Consumer,2025-01-04
C01492,Customer 1492,Female,55,Small Business,2024-02-19
C01493,Customer 1493,Female,26,Small Business,2024-01-03
C01494,Customer 1494,Female,27,Consumer,2024-05-13
C01495,Customer 1495,Male,55,Consumer,2025-11-13
C01496,Customer 1496,Female,26,Consumer,2025-11-27
C01497,Customer 1497,Female,54,Consumer,2024-10-26
C01498,Customer 1498,Female,41,Consumer,2025-12-08
C01499,Customer 1499,Male,65,Small Business,2024-02-06
C01500,Customer 1500,Female,19,Corporate,2025-12-07
C01501,Customer 1501,Female,63,Consumer,2024-06-17
C01502,Customer 1502,Female,28,Consumer,2024-01-27
C01503,Customer 1503,Male,19,Consumer,2025-07-07
C01504,Customer 1504,Male,52,Consumer,2024-10-06
C01505,Customer 1505,Female,43,Consumer,2024-08-01
C01506,Customer 1506,Male,58,Consumer,2025-07-08
C01507,Customer 1507,Female,23,Consumer,2024-08-31
C01508,Customer 1508,Male,21,Consumer,2025-07-03
C01509,Customer 1509,Male,45,Corporate,2024-05-22
C01510,Customer 1510,Female,60,Consumer,2024-03-03
C01511,Customer 1511,Male,37,Consumer,2024-08-25
C01512,Customer 1512,Male,56,Consumer,2025-03-20
C01513,Customer 1513,Female,61,Small Business,2024-06-13
C01514,Customer 1514,Female,59,Consumer,2024-04-14
C01515,Customer 1515,Female,42,Consumer,2025-06-30
C01516,Customer 1516,Male,51,Consumer,2024-12-26
C01517,Customer 1517,Male,43,Consumer,2024-11-10
C01518,Customer 1518,Female,50,Consumer,2024-06-23
C01519,Customer 1519,Male,45,Corporate,2024-01-13
C01520,Customer 1520,Male,43,Consumer,2024-02-08
C01521,Customer 1521,Male,38,Consumer,2025-05-12
C01522,Customer 1522,Female,49,Consumer,2024-02-28
C01523,Customer 1523,Female,54,Corporate,2024-06-29
C01524,Customer 1524,Female,62,Small Business,2025-10-26
C01525,Customer 1525,Female,47,Corporate,2024-09-08
C01526,Customer 1526,Male,22,Consumer,2025-06-27
C01527,Customer 1527,Male,46,Corporate,2024-09-07
C01528,Customer 1528,Male,33,Corporate,2025-11-11
C01529,Customer 1529,Male,19,Consumer,2025-08-22
C01530,Customer 1530,Male,21,Consumer,2024-12-09
C01531,Customer 1531,Male,46,Corporate,2025-05-14
